produit_url,img_url,nom_produit,reference,categorie,sous_categorie,sous_sous_categorie,description,prix_initial,prix_promo,disponibilite,magasin
https://www.mytek.tn/smartphone-vivo-y02-2go-32go-bleu.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_vivo_y02_2go_32go_-_bleu.jpg,Smartphone VIVO Y02 2Go 32Go - Bleu,VIVO-Y02-BLUE,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran:6.51""LCDIPS(720 x 1600pixels)- Processeur:Octa-core- Système d'exploitation:Android 12(Go edition), Funtouch 12- RAM:2 Go- Stockage:32 Go- Appareils Photos Arrière :8MP (f/2,0), Frontale:5MP (f/2,2)- Connectivité: Wifi4Get Bluetooth 5.0 - Batterie:5000mAh-Double SIM - Couleur: Bleu - Garantie: 1 an",359.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : Commande 48h / Magasin Bizerte: : Commande 48h / Magasin Hammamet: : Commande 48h / Magasin Nabeul: : Commande 48h / Magasin Béja: : Commande 48h / Megastore Sousse: : Commande 48h / Magasin Trocadero Sousse: : Commande 48h / Magasin Kairouan: : Commande 48h / Megastore Sfax Lafrane: : Commande 48h / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-vivo-y02-2go-32go-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/1/_/1_1948.jpg,Smartphone VIVO Y02 2Go 32Go - Gris,VIVO-Y02-GREY,Smartphone & Mobile,Smartphone,Smartphone VIVO Y02 2Go 32Go - Gris,"Écran:6.51""LCDIPS(720 x 1600pixels)- Processeur:Octa-core- Système d'exploitation:Android 12(Go edition), Funtouch 12- RAM:2 Go- Stockage:32 Go- Appareils Photos Arrière :8MP (f/2,0), Frontale:5MP (f/2,2)- Connectivité: Wifi4Get Bluetooth 5.0 - Batterie:5000mAh -Double SIM - Couleur: Gris - Garantie: 1 an",359.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : Commande 48h / Magasin Bizerte: : Commande 48h / Magasin Hammamet: : Commande 48h / Magasin Nabeul: : Commande 48h / Magasin Béja: : Commande 48h / Megastore Sousse: : Commande 48h / Magasin Trocadero Sousse: : Commande 48h / Magasin Kairouan: : Commande 48h / Megastore Sfax Lafrane: : Commande 48h / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-honor-x5b-4go-64go-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-honor-x5b-4go-64go-noir.jpg,Smartphone HONOR X5b 4Go 64Go - Noir,HONOR-X5B-4/64-BK,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6.56"" TFT LCD(720 x 1612px),90hz- Processeur:MediaTek Helio G36 Octa-core-Fréquence Processeur:4x Cortex-A53 jusqu'à 2,2 GHz + 4x Cortex-A53 jusqu'à 1,6 GHz- Système d'exploitation:Android 14, magicOS8.0- Mémoire RAM:4Go- Stockage:64Go- Appareil photo Arrière:13MP, Frontale5MP- Connectivité: Wifi4Get Bluetooth 5.1 - Double SIM - Capacite de la batterie:5200mAh- Charge rapide 10W -Empreinte digitale(montée sur le côté), accéléromètre, proximité- Couleur: Noir - Garantie: 1 an",359.000 DT,329000,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : Commande 48h / Magasin Bizerte: : Commande 48h / Magasin Hammamet: : Commande 48h / Magasin Nabeul: : Commande 48h / Magasin Béja: : Commande 48h / Megastore Sousse: : Commande 48h / Magasin Trocadero Sousse: : Commande 48h / Magasin Kairouan: : Commande 48h / Megastore Sfax Lafrane: : Commande 48h / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-honor-x5b-4go-64go-bleu.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-honor-x5b-4go-64go-bleu.jpg,Smartphone HONOR X5b 4Go 64Go - Bleu,HONOR-X5B-4/64-BL,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6.56"" TFT LCD(720 x 1612px),90hz- Processeur:MediaTek Helio G36 Octa-core-Fréquence Processeur:4x Cortex-A53 jusqu'à 2,2 GHz + 4x Cortex-A53 jusqu'à 1,6 GHz- Système d'exploitation:Android 14, magicOS8.0- Mémoire RAM:4Go- Stockage:64Go- Appareil photo Arrière:Caméra double IA 13MP, Frontale5MP- Connectivité: Wifi4Get Bluetooth 5.1 - Double SIM - Capacite de la batterie:5200mAh- Charge rapide 10W -Empreinte digitale(montée sur le côté), accéléromètre, proximité- Couleur: Bleu - Garantie: 1 an",359.000 DT,329000,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : Commande 48h / Magasin Bizerte: : En Stock / Magasin Hammamet: : Commande 48h / Magasin Nabeul: : Commande 48h / Magasin Béja: : Commande 48h / Megastore Sousse: : Commande 48h / Magasin Trocadero Sousse: : Commande 48h / Magasin Kairouan: : Commande 48h / Megastore Sfax Lafrane: : Commande 48h / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-samsung-galaxy-a06-4go-64go-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_samsung_galaxy_a06_4go_64go_-_noir-11.jpg,Smartphone SAMSUNG GALAXY A06 4Go 64Go - Noir,SM-A06-4/64-BLACK,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6.7"" LCD (720 x 1600px (HD+))- Processeur:Octa-core-Système d'exploitation:Android-Mémoire RAM:4Go- Stockage:64Go- Appareil photo Arrière:50MP + 2MP- Appareil Photo Frontale:08MP- Connectivité:4G,Wifi et Bluetooth 5.3 - Double SIM - Capacite de la batterie:5000 mAh- Empreinte digitale-Couleur: Noir - Garantie: 1 an",369.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : En Stock / Magasin Bizerte: : En Stock / Magasin Hammamet: : En Stock / Magasin Nabeul: : En Stock / Magasin Béja: : En Stock / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : Commande 48h / Magasin Kairouan: : En Stock / Megastore Sfax Lafrane: : En Arrivage / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-samsung-galaxy-a06-4go-64go-bleu.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_samsung_galaxy_a06_4go_64go_-_bleu.jpg,Smartphone SAMSUNG GALAXY A06 4Go 64Go - Light Blue,SM-A06-4/64-LBLUE,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6.7"" LCD (720 x 1600px (HD+))- Processeur:Octa-core-Système d'exploitation:Android-Mémoire RAM:4Go- Stockage:64Go- Appareil photo Arrière:50MP + 2MP- Appareil Photo Frontale:08MP- Connectivité:4G,Wifi et Bluetooth 5.3 - Double SIM - Capacite de la batterie:5000 mAh- Empreinte digitale-Couleur: Light Blue  - Garantie: 1 an",369.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : En Stock / Magasin Bizerte: : En Stock / Magasin Hammamet: : En Stock / Magasin Nabeul: : En Arrivage / Magasin Béja: : En Stock / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : En Stock / Magasin Kairouan: : En Stock / Megastore Sfax Lafrane: : En Arrivage / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-samsung-galaxy-a06-4go-64go-gold.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_samsung_galaxy_a06_4go_64go_-_gold.jpg,Smartphone SAMSUNG GALAXY A06 4Go 64Go - Gold,SM-A06-4/64-GOLD,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6.7"" LCD (720 x 1600px (HD+))- Processeur:Octa-core-Système d'exploitation:Android-Mémoire RAM:4Go- Stockage:64Go- Appareil photo Arrière:50MP + 2MP- Appareil Photo Frontale:08MP- Connectivité:4G,Wifi et Bluetooth 5.3 - Double SIM - Capacite de la batterie:5000 mAh- Empreinte digitale-Couleur: Gold - Garantie: 1 an",369.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : En Stock / Magasin Bizerte: : En Stock / Magasin Hammamet: : En Arrivage / Magasin Nabeul: : En Stock / Magasin Béja: : En Stock / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : En Stock / Magasin Kairouan: : En Stock / Megastore Sfax Lafrane: : En Arrivage / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-infinix-hot-50i-6go-128go-gris-titane.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-infinix-hot-50i-6go-128go-gris-titane.jpg,Smartphone INFINIX Hot 50i 6Go 128Go - Gris Titane,X6531-HOT50I-6/128-TGR,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran:6.7"" LCD IPS(720x1600 pixels),120Hz- Processeur:MediaTek Helio G81,48 mois de performances TÜV FluencyOcta-core- Système d'exploitation:Android 14, XOS 14.5- RAM:6Go- Stockage:128Go- Appareil Photo Arrière:48MP ,Frontale:8MP- Haut-parleurs doubles 300% Ultra Volume - Connectivité: Wifi4Get Bluetooth - Batterie:5000mAh - Charge rapide 18 W- Empreinte digitale- Résistant à la poussière et aux éclaboussures:IP54 -Double SIM - Couleur: Gris titane - Garantie: 1an",399.000 DT,ND,En arrivage,Magasin Av. liberté Tunis: : Epuisé / Magasin Bizerte: : Epuisé / Magasin Hammamet: : Epuisé / Magasin Nabeul: : Epuisé / Magasin Béja: : Epuisé / Megastore Sousse: : Epuisé / Magasin Trocadero Sousse: : Epuisé / Magasin Kairouan: : Epuisé / Megastore Sfax Lafrane: : Epuisé / Magasin Sfax Av. 5 Août: : Epuisé
https://www.mytek.tn/smartphone-infinix-hot-50i-6go-128go-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-infinix-hot-50i-6go-128go-noir.jpg,Smartphone INFINIX Hot 50i 6Go 128Go - Noir,X6531-HOT50I-6/128-SBK,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran:6.7"" LCD IPS(720x1600 pixels),120Hz- Processeur:MediaTek Helio G81,48 mois de performances TÜV FluencyOcta-core- Système d'exploitation:Android 14, XOS 14.5- RAM:6Go- Stockage:128Go- Appareil Photo Arrière:48MP ,Frontale:8MP- Haut-parleurs doubles 300% Ultra Volume - Connectivité: Wifi4Get Bluetooth - Batterie:5000mAh - Charge rapide 18 W- Empreinte digitale- Résistant à la poussière et aux éclaboussures:IP54 -Double SIM - Couleur: Noir - Garantie: 1an",399.000 DT,ND,En arrivage,Magasin Av. liberté Tunis: : Epuisé / Magasin Bizerte: : Epuisé / Magasin Hammamet: : Epuisé / Magasin Nabeul: : Epuisé / Magasin Béja: : Epuisé / Megastore Sousse: : Epuisé / Magasin Trocadero Sousse: : Epuisé / Magasin Kairouan: : Epuisé / Megastore Sfax Lafrane: : Epuisé / Magasin Sfax Av. 5 Août: : Epuisé
https://www.mytek.tn/smartphone-honor-x5b-plus-4go-128go-bleu.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-honor-x5b-plus-4go-128go-bleu.jpg,Smartphone HONOR X5b Plus 4Go 128Go - Bleu,HONOR-X5BPLUS-4/128-BL,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6.56"" TFT LCD(720 x 1612px),90hz- Processeur:MediaTek Helio G36 Octa-core-Fréquence Processeur:4x Cortex-A53 jusqu'à 2,2 GHz + 4x Cortex-A53 jusqu'à 1,6 GHz- Système d'exploitation:Android 14, magicOS8.0- Mémoire RAM:4Go- Stockage:128Go- Appareil photo Arrière:50MP, Frontale5MP- Connectivité: Wifi4Get Bluetooth 5.1 - Double SIM - Capacite de la batterie:5200mAh- Charge rapide 10W -Empreinte digitale(montée sur le côté), accéléromètre, proximité- Couleur: Bleu - Garantie: 1 an",399.000 DT,359000,En arrivage,Magasin Av. liberté Tunis: : Epuisé / Magasin Bizerte: : Epuisé / Magasin Hammamet: : Epuisé / Magasin Nabeul: : Epuisé / Magasin Béja: : Epuisé / Megastore Sousse: : Epuisé / Magasin Trocadero Sousse: : Epuisé / Magasin Kairouan: : Epuisé / Megastore Sfax Lafrane: : Epuisé / Magasin Sfax Av. 5 Août: : Epuisé
https://www.mytek.tn/smartphone-infinix-hot-50i-6go-128go-violet.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-infinix-hot-50i-6go-128go-violet_3.jpg,Smartphone INFINIX Hot 50i 6Go 128Go - Violet,X6531-HOT50I-6/128-PURPLE,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran:6.7"" LCD IPS(720x1600 pixels),120Hz- Processeur:MediaTek Helio G81,48 mois de performances TÜV FluencyOcta-core- Système d'exploitation:Android 14, XOS 14.5- RAM:6Go- Stockage:128Go- Appareil Photo Arrière:48MP ,Frontale:8MP- Haut-parleurs doubles 300% Ultra Volume - Connectivité: Wifi4Get Bluetooth - Batterie:5000mAh - Charge rapide 18 W- Empreinte digitale- Résistant à la poussière et aux éclaboussures:IP54 -Double SIM - Couleur: Violet - Garantie: 1an",399.000 DT,ND,En arrivage,Magasin Av. liberté Tunis: : Epuisé / Magasin Bizerte: : Epuisé / Magasin Hammamet: : Epuisé / Magasin Nabeul: : Epuisé / Magasin Béja: : En Arrivage / Megastore Sousse: : Epuisé / Magasin Trocadero Sousse: : Epuisé / Magasin Kairouan: : Epuisé / Megastore Sfax Lafrane: : Epuisé / Magasin Sfax Av. 5 Août: : Epuisé
https://www.mytek.tn/smartphone-samsung-galaxy-a06-4go-128go-gold.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_samsung_galaxy_a06_4go_128go_-_gold_1_.jpg,Smartphone SAMSUNG GALAXY A06 4Go 128Go - Gold,SM-A06-4/128-GOLD,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Smartphone SAMSUNG GALAXY A06 - Écran6.7"" LCD (720 x 1600px (HD+))- Processeur:Octa-core-Système d'exploitation:Android-Mémoire RAM:4Go- Stockage:128Go- Appareil photo Arrière:50MP + 2MP- Appareil Photo Frontale:08MP- Connectivité:4G,Wifi et Bluetooth 5.3 - Double SIM - Capacite de la batterie:5000 mAh- Empreinte digitale-Couleur: Gold - Garantie: 1 an",409.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : En Stock / Magasin Bizerte: : En Stock / Magasin Hammamet: : En Arrivage / Magasin Nabeul: : En Stock / Magasin Béja: : En Arrivage / Megastore Sousse: : En Arrivage / Magasin Trocadero Sousse: : En Stock / Magasin Kairouan: : En Stock / Megastore Sfax Lafrane: : En Arrivage / Magasin Sfax Av. 5 Août: : En Stock
https://www.mytek.tn/smartphone-samsung-galaxy-a06-4g-4go-128go-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_samsung_galaxy_a06_4g_4go_128go_-_noir_1_.jpg,Smartphone SAMSUNG GALAXY A06 4G 4Go 128Go - Noir,SM-A06-4/128-BLACK,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Smartphone SAMSUNG GALAXY A06 - Écran6.7"" LCD (720 x 1600px (HD+))- Processeur:Octa-core-Système d'exploitation:Android-Mémoire RAM:4Go- Stockage:128Go- Appareil photo Arrière:50MP + 2MP- Appareil Photo Frontale:08MP- Connectivité:4G,Wifi et Bluetooth 5.3 - Double SIM - Capacite de la batterie:5000 mAh- Empreinte digitale-Couleur: Noir- Garantie: 1 an",409.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : En Stock / Magasin Bizerte: : En Stock / Magasin Hammamet: : En Stock / Magasin Nabeul: : En Stock / Magasin Béja: : En Stock / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : Commande 48h / Magasin Kairouan: : En Stock / Megastore Sfax Lafrane: : En Stock / Magasin Sfax Av. 5 Août: : En Stock
https://www.mytek.tn/smartphone-samsung-galaxy-a06-4go-128go-blue.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_samsung_galaxy_a06_4go_128go_-_blue_1_.jpg,Smartphone SAMSUNG GALAXY A06 4G 4Go 128Go - Blue,SM-A06-4/128-LBLUE,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6.7"" LCD (720 x 1600px (HD+))- Processeur:Octa-core-Système d'exploitation:Android-Mémoire RAM:4Go- Stockage:128Go- Appareil photo Arrière:50MP + 2MP- Appareil Photo Frontale:08MP- Connectivité:4G,Wifi et Bluetooth 5.3 - Double SIM - Capacite de la batterie:5000 mAh- Empreinte digitale-Couleur: Blue- Garantie: 1 an",409.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : Commande 48h / Magasin Bizerte: : Commande 48h / Magasin Hammamet: : Commande 48h / Magasin Nabeul: : Commande 48h / Magasin Béja: : Commande 48h / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : Commande 48h / Magasin Kairouan: : En Stock / Megastore Sfax Lafrane: : Commande 48h / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-honor-x6c-12go-128go-4g-cyan.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_honor_x6c_12go_128go_4g_-_cyan.jpg,Smartphone HONOR  X6C 12Go 128Go 4G - Cyan,HONOR-X6C-6/128-CYAN,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6,61"" LCD TFT (1604 x 720 pixels)120Hz- Processeur:MediaTek Helio G81 UltraOcta-core- Système d’exploitation:MagicOS 9.0, Android 15- Mémoire RAM:6 Go extensible jusqu'à 12 Go-Capacité de stockage:128 Go- Appareil photo arrière:IA 50 MP (F1.8) + objectif auxiliaire- Appareil photo avant:5MP (F2.2)- Capacité de batterie:5300 mAh-SuperCharge HONOR 35 W- Connectivité:4GWi-Fi, Bluetooth 5.1 -double SIM- Résistance à l'eau et à la poussière:IP64- Couleur : Cyan - Garantie : 1 an",419.000 DT,ND,En stock,Megastore Tunis Charguia: : Commande 48h / Magasin Av. liberté Tunis: : En Stock / Magasin Bizerte: : Commande 48h / Magasin Hammamet: : En Stock / Magasin Nabeul: : En Stock / Magasin Béja: : En Stock / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : En Stock / Magasin Kairouan: : En Stock / Megastore Sfax Lafrane: : Commande 48h / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-honor-x6c-12go-128go-4g-blanc.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-honor-x6c-12go-128go-4g-blanc-1.jpg,Smartphone HONOR X6C 12Go 128Go 4G - Blanc,HONOR-X6C-6/128-WHITE,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6,61"" LCD TFT (1604 x 720 pixels)120Hz- Processeur:MediaTek Helio G81 UltraOcta-core- Système d’exploitation:MagicOS 9.0, Android 15- Mémoire RAM:6 Go extensible jusqu'à 12 Go- Appareil photo arrière:IA 50 MP (F1.8) + objectif auxiliaire- Appareil photo avant:5MP (F2.2)- Capacité de batterie:5300 mAh-SuperCharge HONOR 35 W- Connectivité:4GWi-Fi, Bluetooth 5.1 -double SIM- Résistance à l'eau et à la poussière:IP64- Couleur : Blanc - Garantie : 1 an",419.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : Commande 48h / Magasin Bizerte: : En Stock / Magasin Hammamet: : En Stock / Magasin Nabeul: : En Stock / Magasin Béja: : En Arrivage / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : En Arrivage / Magasin Kairouan: : En Arrivage / Megastore Sfax Lafrane: : En Stock / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-honor-x6c-12go-128go-4g-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-honor-x6c-12go-128go-4g-noir-1.jpg,Smartphone HONOR X6C 12Go 128Go 4G - Noir,HONOR-X6C-6/128-BLACK,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6,61"" LCD TFT (1604 x 720 pixels)120Hz- Processeur:MediaTek Helio G81 UltraOcta-core- Système d’exploitation:MagicOS 9.0, Android 15- Mémoire RAM:6 Go extensible jusqu'à 12 Go- Appareil photo arrière:IA 50 MP (F1.8) + objectif auxiliaire- Appareil photo avant:5MP (F2.2)- Capacité de batterie:5300 mAh-SuperCharge HONOR 35 W- Connectivité:4GWi-Fi, Bluetooth 5.1 -double SIM- Résistance à l'eau et à la poussière:IP64- Couleur : Noir - Garantie : 1 an",419.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : En Stock / Magasin Bizerte: : En Stock / Magasin Hammamet: : En Stock / Magasin Nabeul: : En Stock / Magasin Béja: : En Stock / Megastore Sousse: : En Arrivage / Magasin Trocadero Sousse: : En Arrivage / Magasin Kairouan: : En Arrivage / Megastore Sfax Lafrane: : En Stock / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-tecno-spark-30c-6go-128go-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_tecno_spark_30c_6go_128go_-_noir-earbuds.jpg,Smartphone TECNO Spark 30C 6Go 128Go + Earbuds TECNO Offert,TECNO-SP30C-6/128-BK,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran:6.67"" LCD IPS(720x1600 pixels),120Hz- Processeur:Mediatek Helio G81 Octa-core- Système d'exploitation:Android 14- RAM:6Go (extensible jusqu'à 12Go)- Stockage:128Go- Appareils Photos Arrière:50MP avec double flash,Frontale:8MP avec double flash- 300 % de gros volumes - Double haut-parleurs symétriques - Son DTS - Connectivité: Wifi4Get Bluetooth - Batterie:5000mAh-Charge rapide 18W- Empreinte digitale- Résistant à l'eau et de la poussière:IP54 -Double SIM - Couleur: Noir - Garantie: 1an",439.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : En Stock / Magasin Bizerte: : En Stock / Magasin Hammamet: : En Stock / Magasin Nabeul: : En Stock / Magasin Béja: : En Stock / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : En Stock / Magasin Kairouan: : En Arrivage / Megastore Sfax Lafrane: : En Stock / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-tecno-spark-30c-6go-128go-blanc.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone_tecno_spark_30c_6go_128go_-_blanc-ww.jpg,Smartphone TECNO Spark 30C 6Go 128Go + Earbuds TECNO Offert,TECNO-SP30C-6/128-WH,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran:6.67"" LCD IPS(720x1600 pixels),120Hz- Processeur:Mediatek Helio G81 Octa-core- Système d'exploitation:Android 14- RAM:6Go (extensible jusqu'à 12Go)- Stockage:128Go- Appareils Photos Arrière:50MP avec double flash,Frontale:8MP avec double flash- 300 % de gros volumes - Double haut-parleurs symétriques - Son DTS - Connectivité: Wifi4Get Bluetooth - Batterie:5000mAh-Charge rapide 18W- Empreinte digitale- Résistant à l'eau et de la poussière:IP54 -Double SIM - Couleur: Blanc - Garantie: 1an",439.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : Commande 48h / Magasin Bizerte: : Commande 48h / Magasin Hammamet: : En Stock / Magasin Nabeul: : Commande 48h / Magasin Béja: : Commande 48h / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : Commande 48h / Magasin Kairouan: : En Arrivage / Megastore Sfax Lafrane: : En Stock / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-tecno-spark-30c-6go-128go-earbuds-tecno-offert.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-tecno-spark-30c-6go-128go-earbuds-tecno-offert.jpg,Smartphone TECNO Spark 30C 6Go 128Go + Earbuds TECNO Offert,TECNO-SP30C-6/128-GR,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran:6.67"" LCD IPS(720x1600 pixels),120Hz- Processeur:Mediatek Helio G81 Octa-core- Système d'exploitation:Android 14- RAM:6Go (extensible jusqu'à 12Go)- Stockage:128Go- Appareils Photos Arrière:50MP avec double flash,Frontale:8MP avec double flash- 300 % de gros volumes - Double haut-parleurs symétriques - Son DTS - Connectivité: Wifi4Get Bluetooth - Batterie:5000mAh-Charge rapide 18W- Empreinte digitale- Résistant à l'eau et de la poussière:IP54 -Double SIM - Couleur: Peau Magique - Garantie: 1an",439.000 DT,ND,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : Commande 48h / Magasin Bizerte: : Commande 48h / Magasin Hammamet: : En Stock / Magasin Nabeul: : Commande 48h / Magasin Béja: : Commande 48h / Megastore Sousse: : En Stock / Magasin Trocadero Sousse: : Commande 48h / Magasin Kairouan: : En Stock / Megastore Sfax Lafrane: : En Stock / Magasin Sfax Av. 5 Août: : Commande 48h
https://www.mytek.tn/smartphone-xiaomi-redmi-14c-4go-128go-violet.html,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/s/m/smartphone-xiaomi-redmi-14c-4go-128go-violet.jpg,Smartphone XIAOMI Redmi 14C 4Go 128Go - Violet,REDMI-14C-4/128-DPURPLE,TELEPHONIE & MONTRE CONNECTÉE,Smartphone,Smartphone & Mobile,"Écran6,88"" LCD IPS(1640×720 pixels ),120Hz- Deux certifications TÜV Rheinland - Processeur:MediaTek Helio G81-Ultra Octa-core- Système d'exploitation:Android 14, HyperOS- Mémoire RAM:4Go (extensible jusqu'à 12Go)- Stockage:128Go- Appareil photo Arrière:Dual AI 50MP + 2MP- Appareil Frontale:13MP- Wi-Fi, 4G et Bluetooth 5.4 - Batterie:5160 mAh-Charge rapide 18W- Jusqu'à 22 heures de lecture vidéo -Empreintes digitales latérales, Déverrouillage du visage par l'IA- Couleur: Violet - Garantie: 1 an",449.000 DT,429000,En stock,Megastore Tunis Charguia: : En Stock / Magasin Av. liberté Tunis: : En Stock / Magasin Bizerte: : En Stock / Magasin Hammamet: : En Stock / Magasin Nabeul: : En Stock / Magasin Béja: : Commande 48h / Megastore Sousse: : En Arrivage / Magasin Trocadero Sousse: : En Arrivage / Magasin Kairouan: : En Stock / Megastore Sfax Lafrane: : En Arrivage / Magasin Sfax Av. 5 Août: : Commande 48h
